service_type,service_subtype,district,month,source_system,sla_hours,out_of_hours,accessibility_need,duplicate_signal,days_open,previous_contacts,vulnerability_flag,deprivation_band,channel,urgency_text,priority
children_services,school_admission,Basildon,7,shared_mailbox,240,False,False,False,6,0,False,high,email,school admission case from shared mailbox,low
benefits,evidence_request,Tendring,2,web_form,336,False,False,False,8,2,False,high,web,evidence request case from web form,low
waste,missed_collection,Castle Point,3,web_form,120,False,False,False,3,3,False,medium,web,resident in Castle Point reports fly tipping blocking access,low
children_services,safeguarding_child,Tendring,2,teams_referral,8,False,False,False,1,1,False,high,in_person,school transport issue; previous contact history needs review,high
highways,pothole_or_carriageway,Braintree,10,web_form,4,False,False,False,2,6,False,high,web,pothole or carriageway case from web form; linked case may exist,medium
highways,footway_defect,Chelmsford,10,shared_mailbox,4,False,False,False,12,5,False,low,email,footway defect case from shared mailbox,medium
highways,flooding_or_drainage,Tendring,3,web_form,48,False,False,False,1,0,False,high,web,flooding or drainage case from web form,low
highways,pothole_or_carriageway,Rochford,10,contact_centre,48,False,False,True,10,2,False,medium,phone,pothole or carriageway case from contact centre,medium
housing,damp_mould_or_disrepair,Brentwood,3,web_form,48,False,False,False,15,2,False,low,web,temporary accommodation query; previous contact history needs review,medium
adult_social_care,financial_assessment,Brentwood,11,web_form,4,False,True,False,10,2,True,medium,web,resident in Brentwood reports resident left without support; linked case may exist,high
children_services,safeguarding_child,Epping Forest,10,contact_centre,24,False,False,False,0,3,True,medium,phone,family crisis today; officer should check supporting evidence,high
highways,pothole_or_carriageway,Chelmsford,5,contact_centre,168,False,False,False,9,0,False,medium,phone,roadworks update; officer should check supporting evidence; linked case may exist,low
council_tax,move_in_or_move_out,Brentwood,3,web_form,8,False,False,False,3,4,False,low,web,bailiff letter received; previous contact history needs review; linked case may exist,low
council_tax,discount_or_exemption,Basildon,10,web_form,120,False,False,True,4,3,False,medium,web,direct debit question; previous contact history needs review,low
adult_social_care,carer_support,Colchester,11,web_form,24,False,False,False,3,4,True,medium,web,carer support case from web form,high
benefits,evidence_request,Basildon,3,contact_centre,120,False,False,False,4,1,False,high,phone,evidence request case from contact centre; linked case may exist,low
highways,flooding_or_drainage,Epping Forest,7,web_form,168,False,False,False,5,0,False,medium,web,flooding or drainage case from web form,low
waste,assisted_collection,Chelmsford,5,case_portal,168,False,False,True,5,2,False,medium,web,fly tipping blocking access; previous contact history needs review; linked case may exist,low
adult_social_care,equipment_or_adaptation,Harlow,6,shared_mailbox,240,False,False,False,7,0,True,high,email,equipment or adaptation case from shared mailbox,medium
housing,routine_repair_update,Castle Point,5,shared_mailbox,8,False,False,False,0,1,True,medium,email,routine repair update case from shared mailbox; resident asks for reasonable adjustment,medium
highways,street_lighting,Brentwood,4,case_portal,504,False,False,False,9,1,False,low,web,minor pothole report; officer should check supporting evidence,low
highways,footway_defect,Colchester,10,web_form,168,False,False,False,6,1,False,medium,web,request for inspection update; previous contact history needs review,low
children_services,school_transport,Chelmsford,6,contact_centre,72,False,False,False,1,2,False,medium,phone,school transport case from contact centre,medium
adult_social_care,blue_badge_or_mobility,Brentwood,9,contact_centre,48,False,False,False,4,3,False,medium,phone,safeguarding concern; officer should check supporting evidence,high
housing,routine_repair_update,Chelmsford,7,web_form,336,False,False,False,2,1,True,medium,web,routine repair update case from web form,medium
adult_social_care,blue_badge_or_mobility,Braintree,4,shared_mailbox,48,False,False,False,7,1,False,medium,email,care package failing; officer should check supporting evidence,medium
council_tax,payment_plan,Rochford,12,web_form,48,False,False,False,5,0,False,low,web,bill dispute repeated; previous contact history needs review,low
adult_social_care,assessment_waiting_list,Tendring,1,contact_centre,24,False,False,False,11,3,True,high,phone,hospital discharge risk; officer should check supporting evidence,high
highways,flooding_or_drainage,Chelmsford,7,web_form,168,False,False,False,9,3,False,medium,web,drain blocked after rain; previous contact history needs review; resident asks for reasonable adjustment; linked case may exist,low
benefits,evidence_request,Castle Point,5,web_form,168,False,False,False,3,4,False,medium,web,request for update; previous contact history needs review,low
council_tax,bill_query,Castle Point,11,shared_mailbox,24,False,False,True,12,2,False,medium,email,bill query case from shared mailbox,medium
council_tax,direct_debit,Colchester,4,web_form,8,False,False,False,8,4,True,medium,web,resident in Colchester reports bailiff letter received,medium
adult_social_care,blue_badge_or_mobility,Chelmsford,2,contact_centre,240,False,False,False,6,1,False,medium,phone,blue badge update; officer should check supporting evidence,medium
children_services,early_help,Tendring,4,shared_mailbox,48,False,False,False,4,0,False,high,email,early help case from shared mailbox,low
council_tax,payment_plan,Castle Point,2,web_form,72,False,False,False,4,2,False,medium,web,payment plan case from web form,low
housing,damp_mould_or_disrepair,Chelmsford,2,web_form,48,False,False,True,6,5,False,high,web,damp mould or disrepair case from web form,medium
waste,recycling_centre_query,Tendring,11,contact_centre,120,False,False,False,5,0,False,high,phone,recycling centre query case from contact centre; linked case may exist,low
benefits,housing_benefit_query,Braintree,3,contact_centre,168,False,False,False,12,0,False,medium,phone,resident in Braintree reports benefit calculation query,low
highways,traffic_signal_fault,Braintree,7,web_form,4,False,False,False,8,3,False,medium,web,blocked emergency access; previous contact history needs review; linked case may exist,high
council_tax,discount_or_exemption,Epping Forest,2,web_form,168,False,False,False,5,2,False,medium,web,resident in Epping Forest reports direct debit question; linked case may exist,low
housing,temporary_accommodation,Uttlesford,11,web_form,240,False,False,False,4,0,False,low,web,temporary accommodation case from web form,low
waste,fly_tipping,Basildon,6,contact_centre,4,False,False,False,1,1,False,high,phone,clinical waste not collected; officer should check supporting evidence,medium
children_services,school_admission,Colchester,12,shared_mailbox,48,False,False,False,2,0,True,medium,email,school transport issue; previous contact history needs review,medium
children_services,send_support,Tendring,8,case_portal,240,False,False,True,10,2,False,high,in_person,school admission query; officer should check supporting evidence,medium
children_services,family_support,Rochford,10,contact_centre,120,False,False,False,4,3,False,low,phone,SEND support delayed; officer should check supporting evidence; resident asks for reasonable adjustment,medium
adult_social_care,safeguarding_adult,Rochford,10,case_portal,8,False,True,False,10,0,True,low,web,resident in Rochford reports mobility worsening,high
children_services,adoption_or_fostering,Chelmsford,5,contact_centre,120,False,False,False,3,4,False,medium,phone,family needs early help; previous contact history needs review; linked case may exist,medium
housing,neighbourhood_nuisance,Tendring,6,contact_centre,48,False,False,False,13,6,False,medium,phone,resident in Tendring reports repair delay,medium
housing,neighbourhood_nuisance,Colchester,2,contact_centre,4,True,False,False,15,3,False,low,phone,neighbourhood nuisance case from contact centre,high
adult_social_care,care_package_breakdown,Braintree,1,contact_centre,48,False,False,False,5,5,False,medium,phone,care package failing; officer should check supporting evidence,high
highways,street_lighting,Brentwood,11,shared_mailbox,168,False,False,False,11,0,False,low,email,resident in Brentwood reports minor pothole report,low
adult_social_care,carer_support,Rochford,10,shared_mailbox,120,False,False,False,9,1,False,low,email,equipment delay; previous contact history needs review; resident asks for reasonable adjustment,low
children_services,school_admission,Epping Forest,9,web_form,72,False,False,False,0,1,False,medium,web,resident in Epping Forest reports family needs early help,low
waste,garden_waste,Tendring,8,contact_centre,168,False,False,False,3,1,True,high,phone,garden waste subscription question; previous contact history needs review; resident asks for reasonable adjustment,medium
highways,flooding_or_drainage,Tendring,2,case_portal,504,False,False,True,14,2,False,high,web,flooding or drainage case from case portal; resident asks for reasonable adjustment,medium
